"","V1","V2","V3","V4","V5","V6","V7"
"1","p38 mapk signaling pathway","0.817996496399916",NA,NA,NA,NA,NA
"2",NA,NA,NA,NA,NA,NA,NA
"3","regulation of eif-4e and p70s6 kinase","0.803651362696615",NA,NA,NA,NA,NA
"4",NA,NA,NA,NA,NA,NA,NA
"5",NA,NA,NA,NA,NA,NA,NA
"6","melanocyte development and pigmentation pathway","0.543670188325057",NA,NA,NA,NA,NA
"7","stat3 signaling pathway","0.0535284520213926",NA,NA,NA,NA,NA
"8","il-7 signal transduction","0.931051480599915",NA,NA,NA,NA,NA
"9","ifn gamma signaling pathway","0.203341275528662",NA,NA,NA,NA,NA
"10",NA,NA,NA,NA,NA,NA,NA
"11","hiv-1 defeats host-mediated resistance by cem15","0.553644795991082",NA,NA,NA,NA,NA
"12",NA,NA,NA,NA,NA,NA,NA
"13",NA,NA,NA,NA,NA,NA,NA
"14",NA,NA,NA,NA,NA,NA,NA
"15","granzyme a mediated apoptosis pathway","0.108353805227486",NA,NA,NA,NA,NA
"16",NA,NA,NA,NA,NA,NA,NA
"17","role of mitochondria in apoptotic signaling","0.423182875033411",NA,NA,NA,NA,NA
"18","tsp-1 induced apoptosis in microvascular endothelial cell","0.155270564285629",NA,NA,NA,NA,NA
"19","angiotensin ii mediated activation of jnk pathway via pyk2 dependent signaling","0.291191669888509",NA,NA,NA,NA,NA
"20","stathmin and breast cancer resistance to antimicrotubule agents","0.400706938474221",NA,NA,NA,NA,NA
"21","integrin signaling pathway","0.207930660869612",NA,NA,NA,NA,NA
"22",NA,NA,NA,NA,NA,NA,NA
"23","tpo signaling pathway","0.13339386823937",NA,NA,NA,NA,NA
"24","endocytotic role of ndk phosphins and dynamin","0.152442667942628",NA,NA,NA,NA,NA
"25","il-2 receptor beta chain in t cell activation","0.0648381547458828",NA,NA,NA,NA,NA
"26","pelp1 modulation of estrogen receptor activity","0.44739812340699",NA,NA,NA,NA,NA
"27",NA,NA,NA,NA,NA,NA,NA
"28","akt signaling pathway","0.633959853884819",NA,NA,NA,NA,NA
"29",NA,NA,NA,NA,NA,NA,NA
"30","downregulated of mta-3 in er-negative breast tumors","0.369906750558406",NA,NA,NA,NA,NA
"31","mtor signaling pathway","0.792081981419201",NA,NA,NA,NA,NA
"32","ras signaling pathway","0.139993393756403",NA,NA,NA,NA,NA
"33","phospholipase c signaling pathway","0.929290921722221",NA,NA,NA,NA,NA
"34","p53 signaling pathway","0.995517321815165",NA,NA,NA,NA,NA
"35","cxcr4 signaling pathway","0.809451573023124",NA,NA,NA,NA,NA
"36","corticosteroids and cardioprotection","0.854224559254395",NA,NA,NA,NA,NA
"37","reversal of insulin resistance by leptin","0.538984913988274",NA,NA,NA,NA,NA
"38","overview of telomerase rna component gene hterc transcriptional regulation","0.634970652532899",NA,NA,NA,NA,NA
"39","cell cycle: g1/s check point","0.959104864707492",NA,NA,NA,NA,NA
"40","cdc25 and chk1 regulatory pathway in response to dna damage","0.541218219453906",NA,NA,NA,NA,NA
"41","lck and fyn tyrosine kinases in initiation of tcr activation","0.40053837392497",NA,NA,NA,NA,NA
"42","ca-calmodulin-dependent protein kinase activation","0.341073018537528",NA,NA,NA,NA,NA
"43","atm signaling pathway","0.931002564619417",NA,NA,NA,NA,NA
"44","role of mef2d in t-cell apoptosis","0.163335419533077",NA,NA,NA,NA,NA
"45","role of nicotinic acetylcholine receptors in the regulation of apoptosis","0.988076081775252",NA,NA,NA,NA,NA
"46","fc epsilon receptor i signaling in mast cells","0.271156559528264",NA,NA,NA,NA,NA
"47","pdgf signaling pathway","0.0754607655948044",NA,NA,NA,NA,NA
"48",NA,NA,NA,NA,NA,NA,NA
"49",NA,NA,NA,NA,NA,NA,NA
"50","phospholipids as signalling intermediaries","0.0377793446394395",NA,NA,NA,NA,NA
"51","il22 soluble receptor signaling pathway","0.188933338292009",NA,NA,NA,NA,NA
"52","control of skeletal myogenesis by hdac and calcium/calmodulin-dependent kinase (camk)","0.405864889052141",NA,NA,NA,NA,NA
"53","segmentation clock","0.0510034595871597",NA,NA,NA,NA,NA
"54",NA,NA,NA,NA,NA,NA,NA
"55","inhibition of huntingtons disease neurodegeneration by histone deacetylase inhibitors","0.341073018537528",NA,NA,NA,NA,NA
"56","cystic fibrosis transmembrane conductance regulator (cftr) and beta 2 adrenergic receptor (b2ar) pathway","0.707456410022422",NA,NA,NA,NA,NA
"57","ion channels and their functional role in vascular endothelium","0.338834764489238",NA,NA,NA,NA,NA
"58",NA,NA,NA,NA,NA,NA,NA
"59","signal dependent regulation of myogenesis by corepressor mitr","0.261804007822993",NA,NA,NA,NA,NA
"60","acetylation and deacetylation of rela in nucleus","0.934016206572549",NA,NA,NA,NA,NA
"61","il-10 anti-inflammatory signaling pathway","0.125236980603638",NA,NA,NA,NA,NA
"62","il 4 signaling pathway","0.144616794822692",NA,NA,NA,NA,NA
"63","induction of apoptosis through dr3 and dr4/5 death receptors","0.281308685229115",NA,NA,NA,NA,NA
"64","platelet amyloid precursor protein pathway","0.656981035897945",NA,NA,NA,NA,NA
"65","cadmium induces dna synthesis and proliferation in macrophages","0.62793729277971",NA,NA,NA,NA,NA
"66","regulation of bad phosphorylation","0.329448297364159",NA,NA,NA,NA,NA
"67","ionomycin and phorbal ester signaling pathway","0.065244844582963",NA,NA,NA,NA,NA
"68","multiple antiapoptotic pathways from igf-1r signaling lead to bad phosphorylation","0.120092962045689",NA,NA,NA,NA,NA
"69","the information processing pathway at the ifn beta enhancer","0.942633775935024",NA,NA,NA,NA,NA
"70","pten dependent cell cycle arrest and apoptosis","0.493750443211231",NA,NA,NA,NA,NA
"71",NA,NA,NA,NA,NA,NA,NA
"72","ccr3 signaling in eosinophils","0.213412257006119",NA,NA,NA,NA,NA
"73","transcription regulation by methyltransferase of carm1","0.341073018537528",NA,NA,NA,NA,NA
"74","vegf hypoxia and angiogenesis","0.117753242744618",NA,NA,NA,NA,NA
"75","hiv-1 nef: negative effector of fas and tnf","0.81107299897517",NA,NA,NA,NA,NA
"76","inhibition of cellular proliferation by gleevec","0.585987837720107",NA,NA,NA,NA,NA
"77","activation of csk by camp-dependent protein kinase inhibits signaling through the t cell receptor","0.40053837392497",NA,NA,NA,NA,NA
"78","signal transduction through il1r","0.0340100679618672",NA,NA,NA,NA,NA
"79",NA,NA,NA,NA,NA,NA,NA
"80",NA,NA,NA,NA,NA,NA,NA
"81","alk in cardiac myocytes","0.989204364493493",NA,NA,NA,NA,NA
"82","tnf/stress related signaling","0.219058276339571",NA,NA,NA,NA,NA
"83","b cell survival pathway","0.54627457765593",NA,NA,NA,NA,NA
"84","the 41bb-dependent immune response","0.466488574688909",NA,NA,NA,NA,NA
"85","mcalpain and friends in cell motility","0.478011185590177",NA,NA,NA,NA,NA
"86","nf-kb signaling pathway","0.541483399165505",NA,NA,NA,NA,NA
"87","west nile virus","0.485053152720003",NA,NA,NA,NA,NA
"88","agrin in postsynaptic differentiation","0.00695738705629163",NA,NA,NA,NA,NA
"89","rho cell motility signaling pathway","0.774726928549334",NA,NA,NA,NA,NA
"90","effects of calcineurin in keratinocyte differentiation","0.065244844582963",NA,NA,NA,NA,NA
"91",NA,NA,NA,NA,NA,NA,NA
"92",NA,NA,NA,NA,NA,NA,NA
"93","tgf beta signaling pathway","0.395659871097468",NA,NA,NA,NA,NA
"94","nfkb activation by nontypeable hemophilus influenzae","0.951406359589419",NA,NA,NA,NA,NA
"95",NA,NA,NA,NA,NA,NA,NA
"96","nfat and hypertrophy of the heart","0.62339704329197",NA,NA,NA,NA,NA
"97",NA,NA,NA,NA,NA,NA,NA
"98","il 6 signaling pathway","0.0380034142710881",NA,NA,NA,NA,NA
"99","signaling pathway from g-protein families","0.984934347868016",NA,NA,NA,NA,NA
"100","thrombin signaling and protease-activated receptors","0.950064189106515",NA,NA,NA,NA,NA
"101",NA,NA,NA,NA,NA,NA,NA
"102","growth hormone signaling pathway","0.76045341911798",NA,NA,NA,NA,NA
"103","gamma-aminobutyric acid receptor life cycle pathway","0.152442667942628",NA,NA,NA,NA,NA
"104","map kinase inactivation of smrt corepressor","0.250588293374944",NA,NA,NA,NA,NA
"105","fas signaling pathway (cd95)","0.641177896744205",NA,NA,NA,NA,NA
"106",NA,NA,NA,NA,NA,NA,NA
"107","role of mal in rho-mediated activation of srf","0.483539299150108",NA,NA,NA,NA,NA
"108","d4gdi signaling pathway","0.587057468765235",NA,NA,NA,NA,NA
"109","how progesterone initiates the oocyte maturation","0.130818942695329",NA,NA,NA,NA,NA
"110","e2f1 destruction pathway","0.613696272711257",NA,NA,NA,NA,NA
"111",NA,NA,NA,NA,NA,NA,NA
"112","multi-step regulation of transcription by pitx2","0.0286580278255693",NA,NA,NA,NA,NA
"113",NA,NA,NA,NA,NA,NA,NA
"114","protein kinase a at the centrosome","0.087538831482602",NA,NA,NA,NA,NA
"115","carm1 and regulation of the estrogen receptor","0.421792912461229",NA,NA,NA,NA,NA
"116","no2-dependent il-12 pathway in nk cells","0.152702479192657",NA,NA,NA,NA,NA
"117","sprouty regulation of tyrosine kinase signals","0.303898922460846",NA,NA,NA,NA,NA
"118","ras-independent pathway in nk cell-mediated cytotoxicity","0.731770698277644",NA,NA,NA,NA,NA
"119","deregulation of cdk5 in alzheimers disease","0.10262339250622",NA,NA,NA,NA,NA
"120",NA,NA,NA,NA,NA,NA,NA
"121","phosphoinositides and their downstream targets","0.0210814708388858",NA,NA,NA,NA,NA
"122","stress induction of hsp regulation","0.943511067421972",NA,NA,NA,NA,NA
"123","eukaryotic protein translation","0.33093837826731",NA,NA,NA,NA,NA
"124","fmlp induced chemokine gene expression in hmc-1 cells","0.431961213864696",NA,NA,NA,NA,NA
"125","cbl mediated ligand-induced downregulation of egf receptors pathway","0.0124775351850531",NA,NA,NA,NA,NA
"126","skeletal muscle hypertrophy is regulated via akt-mtor pathway","0.78514297033732",NA,NA,NA,NA,NA
"127","mets affect on macrophage differentiation","0.136784805450922",NA,NA,NA,NA,NA
"128",NA,NA,NA,NA,NA,NA,NA
"129","phosphorylation of mek1 by cdk5/p35 down regulates the map kinase pathway","0.117253395917682",NA,NA,NA,NA,NA
"130",NA,NA,NA,NA,NA,NA,NA
"131","pertussis toxin-insensitive ccr5 signaling in macrophage","0.0374145277751787",NA,NA,NA,NA,NA
"132",NA,NA,NA,NA,NA,NA,NA
"133","©¬-arrestins in gpcr desensitization","0.878221149313805",NA,NA,NA,NA,NA
"134",NA,NA,NA,NA,NA,NA,NA
"135","trka receptor signaling pathway","0.254739418487695",NA,NA,NA,NA,NA
"136","insulin signaling pathway","0.977508119328832",NA,NA,NA,NA,NA
"137","il 3 signaling pathway","0.172740809569771",NA,NA,NA,NA,NA
"138",NA,NA,NA,NA,NA,NA,NA
"139","role of ©¬-arrestins in the activation and targeting of map kinases","0.544899067478919",NA,NA,NA,NA,NA
"140","t cell receptor signaling pathway","0.310516050780832",NA,NA,NA,NA,NA
"141","ifn alpha signaling pathway","0.188933338292009",NA,NA,NA,NA,NA
"142","the igf-1 receptor and longevity","0.0459578795714486",NA,NA,NA,NA,NA
"143","double stranded rna induced gene expression","0.675069104372794",NA,NA,NA,NA,NA
"144",NA,NA,NA,NA,NA,NA,NA
"145",NA,NA,NA,NA,NA,NA,NA
"146","roles of ©¬ arrestin dependent recruitment of src kinases in gpcr signaling","0.544899067478919",NA,NA,NA,NA,NA
"147","bcr signaling pathway","0.877096919531397",NA,NA,NA,NA,NA
"148","rac1 cell motility signaling pathway","0.958380609700204",NA,NA,NA,NA,NA
"149",NA,NA,NA,NA,NA,NA,NA
"150","overview of telomerase protein component gene htert transcriptional regulation","0.681721741288267",NA,NA,NA,NA,NA
"151","regulation of cell cycle progression by plk3","0.439501586761162",NA,NA,NA,NA,NA
"152","bone remodeling","0.621673237215873",NA,NA,NA,NA,NA
"153","calcium signaling by hbx of hepatitis b virus","0.440873807170925",NA,NA,NA,NA,NA
"154","erk1/erk2 mapk signaling pathway","0.653501495785693",NA,NA,NA,NA,NA
"155","opposing roles of aif in apoptosis and cell survival","0.0532844185460067",NA,NA,NA,NA,NA
"156","role of erbb2 in signal transduction and oncology","0.127522465999244",NA,NA,NA,NA,NA
"157",NA,NA,NA,NA,NA,NA,NA
"158",NA,NA,NA,NA,NA,NA,NA
"159","keratinocyte differentiation","0.0877533335488634",NA,NA,NA,NA,NA
"160","ctcf: first multivalent nuclear factor","0.950421401836186",NA,NA,NA,NA,NA
"161","internal ribosome entry pathway","0.33093837826731",NA,NA,NA,NA,NA
"162","mapkinase signaling pathway","0.67560865556214",NA,NA,NA,NA,NA
"163",NA,NA,NA,NA,NA,NA,NA
"164","toll-like receptor pathway","0.0340100679618672",NA,NA,NA,NA,NA
"165","bioactive peptide induced signaling pathway","0.895896587320849",NA,NA,NA,NA,NA
"166","role of erk5 in neuronal survival pathway","0.385348073866731",NA,NA,NA,NA,NA
"167","sonic hedgehog receptor ptc1 regulates cell cycle","0.0602095591859238",NA,NA,NA,NA,NA
"168","control of gene expression by vitamin d receptor","0.501894280387101",NA,NA,NA,NA,NA
"169",NA,NA,NA,NA,NA,NA,NA
"170","btg family proteins and cell cycle regulation","0.964354753512148",NA,NA,NA,NA,NA
"171",NA,NA,NA,NA,NA,NA,NA
"172",NA,NA,NA,NA,NA,NA,NA
"173","erk and pi-3 kinase are necessary for collagen binding in corneal epithelia","0.269332433687051",NA,NA,NA,NA,NA
"174","the co-stimulatory signal during t-cell activation","0.914771730902622",NA,NA,NA,NA,NA
"175",NA,NA,NA,NA,NA,NA,NA
"176",NA,NA,NA,NA,NA,NA,NA
"177","ceramide signaling pathway","0.358002992076862",NA,NA,NA,NA,NA
"178","epo signaling pathway","0.0178836888517449",NA,NA,NA,NA,NA
"179",NA,NA,NA,NA,NA,NA,NA
"180","hypoxia-inducible factor in the cardivascular system","0.428364924615716",NA,NA,NA,NA,NA
"181","links between pyk2 and map kinases","0.796202387698526",NA,NA,NA,NA,NA
"182",NA,NA,NA,NA,NA,NA,NA
"183","nerve growth factor pathway (ngf)","0.117738841137001",NA,NA,NA,NA,NA
"184",NA,NA,NA,NA,NA,NA,NA
"185","actions of nitric oxide in the heart","0.141640959231902",NA,NA,NA,NA,NA
"186",NA,NA,NA,NA,NA,NA,NA
"187",NA,NA,NA,NA,NA,NA,NA
"188",NA,NA,NA,NA,NA,NA,NA
"189","il12 and stat4 dependent signaling pathway in th1 development","0.0636647957251524",NA,NA,NA,NA,NA
"190",NA,NA,NA,NA,NA,NA,NA
"191","regulation of eif2","0.294523293105896",NA,NA,NA,NA,NA
"192","akap95 role in mitosis and chromosome dynamics","0.0602095591859238",NA,NA,NA,NA,NA
"193",NA,NA,NA,NA,NA,NA,NA
"194","hop pathway in cardiac development","0.601530504182428",NA,NA,NA,NA,NA
"195",NA,NA,NA,NA,NA,NA,NA
"196",NA,NA,NA,NA,NA,NA,NA
"197",NA,NA,NA,NA,NA,NA,NA
"198","tnfr1 signaling pathway","0.542110259908009",NA,NA,NA,NA,NA
"199",NA,NA,NA,NA,NA,NA,NA
"200",NA,NA,NA,NA,NA,NA,NA
"201","gata3 participate in activating the th2 cytokine genes expression","0.261566846773308",NA,NA,NA,NA,NA
"202","regulation of splicing through sam68","0.0753363254017365",NA,NA,NA,NA,NA
"203","mechanisms of transcriptional repression by dna methylation","0.34061796933186",NA,NA,NA,NA,NA
"204","role of pi3k subunit p85 in regulation of actin organization and cell migration","0.980332751843909",NA,NA,NA,NA,NA
"205","telomeres telomerase cellular aging and immortality","0.987516081076664",NA,NA,NA,NA,NA
"206","role of brca1 brca2 and atr in cancer susceptibility","0.745798754876007",NA,NA,NA,NA,NA
"207","cyclin e destruction pathway","0.613696272711257",NA,NA,NA,NA,NA
"208","influence of ras and rho proteins on g1 to s transition","0.182240812930417",NA,NA,NA,NA,NA
"209","hypoxia and p53 in the cardiovascular system","0.63069147363209",NA,NA,NA,NA,NA
"210","human cytomegalovirus and map kinase pathways","0.317663699815109",NA,NA,NA,NA,NA
"211","repression of pain sensation by the transcriptional regulator dream","0.325329967111945",NA,NA,NA,NA,NA
"212","role of egf receptor transactivation by gpcrs in cardiac hypertrophy","0.506166451190211",NA,NA,NA,NA,NA
"213","aspirin blocks signaling pathway involved in platelet activation","0.248421247385764",NA,NA,NA,NA,NA
"214",NA,NA,NA,NA,NA,NA,NA
"215","chaperones modulate interferon signaling pathway","0.911387773837094",NA,NA,NA,NA,NA
"216","egf signaling pathway","0.0746859085872526",NA,NA,NA,NA,NA
"217","trefoil factors initiate mucosal healing","0.617785388608524",NA,NA,NA,NA,NA
"218","il 2 signaling pathway","0.000348333591474929",NA,NA,NA,NA,NA
"219","cell cycle: g2/m checkpoint","0.693232437476559",NA,NA,NA,NA,NA
"220","regulation of transcriptional activity by pml","0.911387773837094",NA,NA,NA,NA,NA
"221","cell to cell adhesion signaling","0.330412924608934",NA,NA,NA,NA,NA
"222","generation of amyloid b-peptide by ps1","0.656981035897945",NA,NA,NA,NA,NA
"223","role of ran in mitotic spindle regulation","0.407649973262853",NA,NA,NA,NA,NA
"224","igf-1 signaling pathway","0.197116943997298",NA,NA,NA,NA,NA
"225",NA,NA,NA,NA,NA,NA,NA
"226",NA,NA,NA,NA,NA,NA,NA
"227","regulation of pgc-1a","0.2754473128473",NA,NA,NA,NA,NA
"228",NA,NA,NA,NA,NA,NA,NA
"229","caspase cascade in apoptosis","0.57128027682788",NA,NA,NA,NA,NA
"230","wnt signaling pathway","0.0512515720136704",NA,NA,NA,NA,NA
"231","brca1 dependent ub ligase activity","0.976270732068266",NA,NA,NA,NA,NA
"232","transcription factor creb and its extracellular signals","0.868398850342453",NA,NA,NA,NA,NA
"233","the prc2 complex sets long-term gene silencing through modification of histone tails","0.34061796933186",NA,NA,NA,NA,NA
"234","regulation of ck1/cdk5 by type 1 glutamate receptors","0.927394588180576",NA,NA,NA,NA,NA
"235","tumor suppressor arf inhibits ribosomal biogenesis","0.804434740755383",NA,NA,NA,NA,NA
"236",NA,NA,NA,NA,NA,NA,NA
"237","ucalpain and friends in cell spread","0.216398060818534",NA,NA,NA,NA,NA
"238","sumoylation by ranbp2 regulates transcriptional repression","0.34061796933186",NA,NA,NA,NA,NA
"239",NA,NA,NA,NA,NA,NA,NA
"240",NA,NA,NA,NA,NA,NA,NA
"241",NA,NA,NA,NA,NA,NA,NA
"242",NA,NA,NA,NA,NA,NA,NA
"243","erythropoietin mediated neuroprotection through nf-kb","0.482587995590585",NA,NA,NA,NA,NA
"244","estrogen responsive protein efp controls cell cycle and breast tumors growth","0.623389769268738",NA,NA,NA,NA,NA
"245","regulation of p27 phosphorylation during cell cycle progression","0.613696272711257",NA,NA,NA,NA,NA
"246","apoptotic signaling in response to dna damage","0.56437002494151",NA,NA,NA,NA,NA
"247","lissencephaly gene (lis1) in neuronal migration and development","0.762672286700118",NA,NA,NA,NA,NA
